6.404545307159424,1.0935158729553223
7.062743186950684,1.164876937866211
7.739474296569824,1.2940740585327148
8.574614524841309,1.4181008338928223
9.313491821289062,1.6316184997558594
10.131962776184082,2.0618033409118652
10.762405395507812,2.607196807861328
11.15367603302002,3.3437161445617676
11.17209529876709,4.1134257316589355
10.9300537109375,4.5911478996276855
10.51087760925293,5.194344997406006
9.821043014526367,5.631828784942627
9.063554763793945,5.4419684410095215
8.248434066772461,5.056162357330322
7.376295566558838,4.8640360832214355
6.585644721984863,5.00092077255249
5.869620323181152,5.1875224113464355
5.248690605163574,4.892714977264404
4.7371439933776855,4.360334873199463
4.138942718505859,4.1153435707092285
3.4334590435028076,4.112827777862549
2.8034543991088867,4.104594707489014
2.0859625339508057,3.6827893257141113
2.0237412452697754,2.829986095428467
2.2205371856689453,1.9635891914367676
3.0508575439453125,1.1289010047912598
3.719085216522217,1.045423984527588
4.277177333831787,1.0087909698486328
4.9589691162109375,1.0194311141967773
5.833624839782715,1.0167064666748047
6.677689075469971,1.1330881118774414
7.388487339019775,1.2015223503112793
8.231961250305176,1.339545726776123
